image_name,tags
file_3477,clear primary
file_3478,clear primary
file_3479,clear primary agriculture cultivation
file_3480,partly_cloudy primary agriculture road cultivation
file_3481,haze cloudy primary
file_3482,partly_cloudy primary
file_3483,clear primary agriculture road water
file_3484,clear primary agriculture road
file_3485,haze cloudy primary
file_3486,clear primary
file_3487,clear primary
file_3488,partly_cloudy primary
file_3489,clear primary agriculture water cultivation
file_3490,clear primary
file_3491,cloudy
file_3492,clear primary agriculture road water cultivation
file_3493,clear primary water
file_3494,clear haze primary agriculture road
file_3495,clear primary
file_3496,clear primary agriculture road water habitation
file_3497,clear primary
file_3498,clear primary agriculture road water cultivation
file_3499,clear haze primary
file_3500,clear primary
file_3501,partly_cloudy primary
file_3502,clear primary
file_3503,cloudy
file_3504,clear primary agriculture road habitation
file_3505,clear primary
file_3506,clear primary
file_3507,clear primary road water
file_3508,clear primary
file_3509,haze primary agriculture water
file_3510,haze primary
file_3511,clear primary water
file_3512,haze cloudy primary
file_3513,clear partly_cloudy primary agriculture road cultivation
file_3514,clear primary
file_3515,partly_cloudy primary
file_3516,clear primary road water
file_3517,haze primary agriculture cultivation
file_3518,clear primary
file_3519,clear primary agriculture road
file_3520,partly_cloudy cloudy primary
file_3521,clear primary
file_3522,clear primary
file_3523,haze primary agriculture road water
file_3524,clear primary agriculture road water
file_3525,clear primary agriculture water cultivation
file_3526,clear primary
file_3527,clear primary
file_3528,clear primary agriculture road habitation
file_3529,clear primary agriculture road water cultivation habitation
file_3530,clear primary agriculture water
file_3531,haze primary
file_3532,clear haze primary
file_3533,clear primary
file_3534,clear primary
file_3535,partly_cloudy primary agriculture road cultivation
file_3536,partly_cloudy primary
file_3537,clear primary agriculture water cultivation habitation
file_3538,clear primary
file_3539,clear primary
file_3540,clear primary
file_3541,clear primary
file_3542,clear primary agriculture road habitation
file_3543,clear primary agriculture cultivation habitation
file_3544,partly_cloudy primary
file_3545,clear primary agriculture road
file_3546,clear primary agriculture road water cultivation habitation
file_3547,clear primary
file_3548,clear primary
file_3549,clear primary agriculture road water
file_3550,haze primary
file_3551,clear primary agriculture road habitation
file_3552,haze primary
file_3553,clear haze primary agriculture water
file_3554,clear primary
file_3555,haze cloudy primary
file_3556,haze partly_cloudy primary
file_3557,clear primary water habitation
file_3558,cloudy
file_3559,partly_cloudy primary agriculture road cultivation
file_3560,clear haze primary
file_3561,clear haze primary
file_3562,clear primary agriculture road habitation
file_3563,clear primary road water selective_logging
file_3564,clear primary
file_3565,partly_cloudy primary
file_3566,clear primary
file_3567,partly_cloudy primary agriculture road
file_3568,clear primary agriculture water bare_ground
file_3569,clear primary
file_3570,partly_cloudy primary
file_3571,clear primary
file_3572,cloudy
file_3573,clear primary
file_3574,clear primary agriculture road cultivation
file_3575,clear primary agriculture
file_3576,partly_cloudy primary
file_3577,clear partly_cloudy primary agriculture water cultivation
file_3578,clear primary
file_3579,clear primary
file_3580,clear primary
file_3581,clear primary water
file_3582,clear primary agriculture road
file_3583,clear primary road
file_3584,clear primary
file_3585,clear primary
file_3586,clear primary agriculture road water
file_3587,clear primary
file_3588,haze cloudy primary
file_3589,clear primary agriculture road habitation
file_3590,clear primary
file_3591,clear primary
file_3592,clear primary agriculture road water cultivation
file_3593,clear primary
file_3594,clear primary
file_3595,clear primary agriculture cultivation
file_3596,clear primary agriculture road
file_3597,clear primary
file_3598,clear primary agriculture road
file_3599,partly_cloudy primary
file_3600,partly_cloudy primary
file_3601,partly_cloudy primary agriculture road cultivation
file_3602,clear primary agriculture cultivation habitation
file_3603,clear primary agriculture road cultivation habitation
file_3604,clear primary agriculture road water habitation
file_3605,clear primary
file_3606,clear primary
file_3607,partly_cloudy primary agriculture road habitation
file_3608,clear primary
file_3609,partly_cloudy primary
file_3610,clear primary
file_3611,clear primary agriculture water cultivation
file_3612,clear primary agriculture road bare_ground
file_3613,clear primary
file_3614,clear primary agriculture road water
file_3615,partly_cloudy primary agriculture road cultivation
file_3616,clear primary agriculture cultivation habitation
file_3617,clear primary agriculture cultivation habitation
file_3618,clear primary agriculture road
file_3619,clear primary
file_3620,clear primary water
file_3621,clear primary
file_3622,clear haze primary agriculture road water
file_3623,clear primary agriculture road habitation bare_ground
file_3624,clear primary
file_3625,clear primary
file_3626,clear primary
file_3627,clear primary
file_3628,clear primary
file_3629,clear primary agriculture road cultivation habitation
file_3630,clear primary agriculture
file_3631,clear primary
file_3632,clear primary agriculture road cultivation
file_3633,clear primary
file_3634,haze cloudy primary
file_3635,clear primary agriculture road water habitation
file_3636,clear primary
file_3637,clear primary
file_3638,clear primary agriculture road water habitation
file_3639,clear primary
file_3640,clear primary agriculture cultivation
file_3641,partly_cloudy primary agriculture road habitation
file_3642,clear primary
file_3643,clear primary
file_3644,clear primary agriculture road water cultivation habitation
file_3645,clear primary
file_3646,clear primary
file_3647,clear primary water
file_3648,cloudy
file_3649,partly_cloudy primary
file_3650,clear primary
file_3651,clear primary water
file_3652,clear partly_cloudy primary
file_3653,partly_cloudy primary agriculture road water cultivation habitation
file_3654,clear primary
file_3655,clear primary
file_3656,clear primary
file_3657,clear primary
file_3658,clear haze primary agriculture road water
file_3659,clear primary agriculture road cultivation habitation
file_3660,partly_cloudy primary agriculture road
file_3661,partly_cloudy primary agriculture road water
file_3662,partly_cloudy primary
file_3663,partly_cloudy primary
file_3664,clear primary
file_3665,partly_cloudy primary
file_3666,clear haze primary
file_3667,partly_cloudy primary agriculture bare_ground
file_3668,clear primary agriculture road habitation
file_3669,clear primary
file_3670,clear primary agriculture road habitation
file_3671,clear primary water
file_3672,partly_cloudy primary
file_3673,clear primary agriculture road habitation
file_3674,haze cloudy primary water
file_3675,cloudy
file_3676,haze primary agriculture road
file_3677,clear primary
file_3678,clear primary
file_3679,clear primary
file_3680,clear primary
file_3681,clear primary agriculture cultivation
file_3682,clear primary
file_3683,clear primary
file_3684,clear primary
file_3685,clear primary agriculture road cultivation habitation
file_3686,cloudy
file_3687,partly_cloudy primary
file_3688,partly_cloudy primary agriculture road water cultivation
file_3689,partly_cloudy primary
file_3690,clear primary
file_3691,clear primary
file_3692,partly_cloudy primary agriculture
file_3693,clear primary agriculture cultivation
file_3694,haze primary
file_3695,haze primary
file_3696,cloudy
file_3697,clear primary agriculture road water habitation
file_3698,clear primary agriculture water cultivation
file_3699,clear primary agriculture cultivation
file_3700,clear partly_cloudy primary agriculture
file_3701,haze primary water
file_3702,clear primary
file_3703,clear primary
file_3704,clear primary agriculture cultivation
file_3705,clear primary agriculture cultivation habitation
file_3706,clear primary agriculture water cultivation
file_3707,partly_cloudy primary agriculture road
file_3708,clear primary
file_3709,clear primary
file_3710,clear haze primary agriculture road
file_3711,clear primary agriculture road habitation
file_3712,clear primary road water
file_3713,clear haze primary
file_3714,clear primary
file_3715,clear haze primary
file_3716,clear primary
file_3717,clear primary agriculture road habitation
file_3718,clear primary
file_3719,clear primary agriculture road cultivation habitation
file_3720,partly_cloudy primary agriculture water
file_3721,clear haze primary
file_3722,clear primary agriculture road water
file_3723,partly_cloudy primary
file_3724,clear primary
file_3725,clear primary
file_3726,clear primary
file_3727,clear primary
file_3728,partly_cloudy primary agriculture water
file_3729,clear water
file_3730,haze primary
file_3731,partly_cloudy primary
file_3732,clear primary
file_3733,partly_cloudy primary agriculture water
file_3734,partly_cloudy primary agriculture road
